PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GP,PTS,REB,AST,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
203924,Jerami Grant,1610612755,PHI,21.,6-8,80,210,Syracuse,USA,2014,2,39,51,467,237,82,-8.8,0.054,0.141,0.175,0.52,0.103
202379,Jeremy Evans,1610612742,DAL,28.,6-9,81,200,Western Kentucky,USA,2010,2,55,29,68,54,2,-4.6,0.047,0.169,0.115,0.605,0.013
203087,Jeremy Lamb,1610612766,CHA,23.,6-5,77,185,Connecticut,USA,2012,1,12,43,450,181,56,3.4,0.042,0.176,0.224,0.542,0.116
202391,Jeremy Lin,1610612766,CHA,27.,6-3,75,200,Harvard,USA,Undrafted,Undrafted,Undrafted,50,607,163,164,2.6,0.024,0.106,0.22,0.536,0.21
1626170,Jerian Grant,1610612752,NYK,23.,6-4,76,195,Notre Dame,USA,2015,1,19,51,239,86,124,-5.9,0.019,0.105,0.183,0.435,0.257
201573,Jerryd Bayless,1610612749,MIL,27.,6-3,75,200,Arizona,USA,2008,1,11,36,378,101,123,-5.8,0.015,0.099,0.178,0.566,0.199
202690,Jimmer Fredette,1610612740,NOP,26.,6-2,74,195,Brigham Young,USA,2011,1,10,4,2,0,1,-80.2,0.,0.,0.193,0.25,0.5
202710,Jimmy Butler,1610612741,CHI,26.,6-7,79,220,Marquette,USA,2011,1,30,48,1074,249,205,-0.2,0.031,0.109,0.249,0.57,0.193
201149,Joakim Noah,1610612741,CHI,30.,6-11,83,232,Florida,USA,2007,1,9,29,124,255,110,-0.2,0.14,0.266,0.139,0.406,0.256
201975,Jodie Meeks,1610612765,DET,28.,6-4,76,210,Kentucky,USA,2009,2,41,2,2,2,0,-2.7,0.053,0.071,0.155,0.2,0.
203925,Joe Harris,1610612739,CLE,24.,6-6,78,219,Virginia,USA,2014,2,33,5,3,3,2,-55.2,0.,0.375,0.142,0.375,0.182
204060,Joe Ingles,1610612762,UTA,28.,6-8,80,226,None,Australia,Undrafted,Undrafted,Undrafted,51,203,82,55,-1.4,0.018,0.116,0.136,0.553,0.119
2207,Joe Johnson,1610612751,BKN,34.,6-7,79,240,Arkansas,USA,2001,1,10,54,623,207,219,-4.9,0.02,0.107,0.179,0.502,0.176
1626202,Joe Young,1610612754,IND,23.,6-2,74,180,Oregon,USA,2015,2,43,28,110,30,41,-4.,0.02,0.106,0.23,0.47,0.248
201202,Joel Anthony,1610612765,DET,33.,6-9,81,245,Nevada-Las Vegas,Canada,Undrafted,Undrafted,Undrafted,13,9,15,1,1.1,0.137,0.154,0.071,0.589,0.034
203530,Joffrey Lauvergne,1610612743,DEN,24.,6-11,83,220,None,France,2013,2,55,32,240,164,33,-12.1,0.092,0.229,0.196,0.553,0.106
203089,John Henson,1610612749,MIL,25.,6-11,83,229,North Carolina,USA,2012,1,14,42,284,164,41,-5.,0.1,0.163,0.185,0.594,0.1
203098,John Jenkins,1610612742,DAL,24.,6-4,76,215,Vanderbilt,USA,2012,1,23,21,69,22,9,4.4,0.022,0.094,0.196,0.466,0.068
202322,John Wall,1610612764,WAS,25.,6-4,76,195,Kentucky,USA,2010,1,1,51,1021,228,507,-1.3,0.018,0.125,0.287,0.514,0.446
203948,Johnny O'Bryant,1610612749,MIL,22.,6-9,81,257,Louisiana State,USA,2014,2,36,47,154,137,29,-4.,0.094,0.147,0.139,0.441,0.065
202720,Jon Leuer,1610612756,PHX,26.,6-10,82,228,Wisconsin,USA,2011,2,40,43,370,239,54,-3.1,0.054,0.26,0.19,0.56,0.097
201973,Jonas Jerebko,1610612738,BOS,28.,6-10,82,231,None,Sweden,2009,2,39,54,209,181,40,4.5,0.071,0.199,0.135,0.525,0.077
202685,Jonas Valanciunas,1610612761,TOR,23.,7-0,84,255,None,Lithuania,2011,1,5,35,432,328,30,4.1,0.146,0.275,0.202,0.597,0.054
203613,Jonathon Simmons,1610612759,SAS,26.,6-6,78,195,Houston,,Undrafted,Undrafted,Undrafted,39,233,61,46,13.4,0.023,0.099,0.196,0.589,0.122
203919,Jordan Adams,1610612763,MEM,21.,6-5,77,209,UCLA,USA,2014,1,22,2,7,2,3,5.3,0.,0.182,0.286,0.427,0.273
203903,Jordan Clarkson,1610612747,LAL,23.,6-5,77,194,Missouri,USA,2014,2,46,53,814,207,135,-12.,0.037,0.092,0.225,0.52,0.145
201941,Jordan Hill,1610612754,IND,28.,6-10,82,235,Arizona,USA,2009,1,8,49,457,336,64,3.9,0.12,0.214,0.199,0.545,0.097
203895,Jordan McRae,1610612756,PHX,24.,6-5,77,179,Tennessee,,2014,2,58,6,29,6,7,4.2,0.016,0.075,0.215,0.561,0.179
1626175,Jordan Mickey,1610612738,BOS,21.,6-8,80,235,Louisiana State,USA,2015,2,33,3,7,3,1,6.7,0.286,0.25,0.251,0.81,0.2
101181,Jose Calderon,1610612752,NYK,34.,6-3,75,200,None,Spain,Undrafted,Undrafted,Undrafted,51,380,158,207,-3.4,0.014,0.107,0.124,0.584,0.214
200826,Jose Juan Barea,1610612742,DAL,31.,6-0,72,185,Northeastern,Puerto Rico,Undrafted,Undrafted,Undrafted,49,466,92,191,-1.5,0.016,0.08,0.226,0.509,0.291
201177,Josh McRoberts,1610612748,MIA,28.,6-10,82,240,Duke,USA,2007,2,37,25,78,68,41,4.7,0.048,0.156,0.134,0.467,0.173
1626196,Josh Richardson,1610612748,MIA,22.,6-6,78,200,Tennessee,USA,2015,2,40,23,44,26,19,-13.3,0.018,0.101,0.137,0.36,0.132
2746,Josh Smith,1610612745,HOU,30.,6-9,81,225,None,USA,2004,1,17,43,262,159,66,-9.3,0.067,0.193,0.242,0.44,0.184
201950,Jrue Holiday,1610612740,NOP,25.,6-4,76,205,UCLA,USA,2009,1,17,47,707,135,259,0.7,0.019,0.107,0.282,0.521,0.359
203944,Julius Randle,1610612747,LAL,21.,6-9,81,250,Kentucky,USA,2014,1,7,54,599,538,91,-12.4,0.083,0.318,0.218,0.469,0.108
1626147,Justin Anderson,1610612742,DAL,22.,6-6,78,228,Virginia,USA,2015,1,21,33,90,53,10,0.9,0.01,0.182,0.162,0.487,0.055
203200,Justin Holiday,1610612737,ATL,26.,6-6,78,185,Washington,USA,Undrafted,Undrafted,Undrafted,26,63,27,11,-3.6,0.017,0.095,0.159,0.407,0.064
1626159,Justise Winslow,1610612748,MIA,19.,6-7,79,225,Duke,USA,2015,1,10,50,286,253,66,3.1,0.036,0.172,0.119,0.494,0.071
203994,Jusuf Nurkic,1610612743,DEN,21.,7-0,84,280,None,Boznia & Herzegovina,2014,1,16,17,110,86,13,-1.1,0.128,0.267,0.286,0.411,0.101
203909,KJ McDaniels,1610612745,HOU,23.,6-6,78,205,Clemson,USA,2014,2,32,16,24,13,1,21.3,0.063,0.132,0.239,0.401,0.028
1626157,Karl-Anthony Towns,1610612750,MIN,20.,7-0,84,244,Kentucky,USA,2015,1,1,54,922,547,78,-2.8,0.105,0.277,0.242,0.596,0.086
202695,Kawhi Leonard,1610612759,SAS,24.,6-7,79,230,San Diego State,USA,2011,1,15,51,1031,341,126,15.,0.045,0.181,0.248,0.621,0.121
203951,Keith Appling,1610612753,ORL,23.,6-1,73,185,Michigan State,USA,Undrafted,Undrafted,Undrafted,5,6,1,1,20.3,0.,0.042,0.201,0.338,0.059
203482,Kelly Olynyk,1610612738,BOS,24.,7-0,84,238,Gonzaga,Canada,2013,1,13,54,548,232,84,6.4,0.056,0.163,0.21,0.562,0.121
1626162,Kelly Oubre,1610612764,WAS,20.,6-7,79,205,Kansas,USA,2015,1,15,43,163,93,11,-3.,0.04,0.166,0.157,0.508,0.032
202689,Kemba Walker,1610612766,CHA,25.,6-1,73,184,Connecticut,USA,2011,1,9,52,1066,229,262,1.8,0.025,0.112,0.266,0.54,0.253
203088,Kendall Marshall,1610612755,PHI,24.,6-4,76,200,North Carolina,USA,2012,1,13,14,50,13,45,-15.,0.006,0.075,0.209,0.393,0.328
2570,Kendrick Perkins,1610612740,NOP,31.,6-10,82,270,None,USA,2003,1,27,10,27,19,5,-31.9,0.077,0.203,0.129,0.76,0.091
202702,Kenneth Faried,1610612743,DEN,26.,6-8,80,228,Morehead State,USA,2011,1,22,47,589,416,56,-4.8,0.143,0.232,0.204,0.571,0.077
203145,Kent Bazemore,1610612737,ATL,26.,6-5,77,201,Old Dominion,USA,Undrafted,Undrafted,Undrafted,50,620,248,119,2.8,0.014,0.176,0.202,0.565,0.13
203484,Kentavious Caldwell-Pope,1610612765,DET,22.,6-5,77,205,Georgia,USA,2013,1,8,50,732,189,91,2.3,0.024,0.088,0.178,0.524,0.075
201142,Kevin Durant,1610612760,OKC,27.,6-9,81,240,Texas,USA,2007,1,2,47,1302,373,213,13.2,0.018,0.204,0.295,0.637,0.204
708,Kevin Garnett,1610612750,MIN,39.,6-11,83,240,None,USA,1995,1,5,38,122,150,62,6.6,0.031,0.262,0.117,0.491,0.164
201567,Kevin Love,1610612739,CLE,27.,6-10,82,251,UCLA,USA,2008,1,5,51,799,527,120,9.4,0.076,0.292,0.23,0.546,0.114
2755,Kevin Martin,1610612750,MIN,33.,6-7,79,199,Western Carolina,USA,2004,1,26,35,395,71,44,-5.,0.013,0.089,0.231,0.518,0.097
202338,Kevin Seraphin,1610612752,NYK,26.,6-10,82,278,Le Moyne,France,2010,1,17,34,129,76,37,-12.,0.077,0.166,0.238,0.428,0.191
1626172,Kevon Looney,1610612744,GSW,20.,6-9,81,220,UCLA,USA,2015,1,30,2,5,2,0,-24.2,0.,0.333,0.179,0.833,0.
203114,Khris Middleton,1610612749,MIL,24.,6-8,80,234,Texas A&M,USA,2012,2,39,54,965,205,217,-2.1,0.018,0.102,0.226,0.552,0.177
2550,Kirk Hinrich,1610612741,CHI,35.,6-4,76,190,Kansas,USA,2003,1,7,35,132,58,59,-0.9,0.014,0.099,0.121,0.528,0.16
202691,Klay Thompson,1610612744,GSW,26.,6-7,79,215,Washington State,USA,2011,1,11,50,1064,187,112,19.2,0.014,0.099,0.259,0.597,0.1
977,Kobe Bryant,1610612747,LAL,37.,6-6,78,212,None,USA,1996,1,13,45,761,191,152,-13.6,0.026,0.132,0.306,0.458,0.206
201585,Kosta Koufos,1610612758,SAC,26.,7-0,84,265,Ohio State,USA,2008,1,23,52,352,294,19,-9.4,0.123,0.188,0.149,0.546,0.029
203123,Kostas Papanikolaou,1610612743,DEN,25.,6-8,80,235,None,Greece,2012,2,48,26,67,40,16,-0.2,0.032,0.125,0.145,0.464,0.077
2743,Kris Humphries,1610612764,WAS,31.,6-9,81,235,Minnesota,USA,2004,1,14,28,180,115,16,-7.,0.06,0.226,0.178,0.524,0.053
204001,Kristaps Porzingis,1610612752,NYK,20.,7-3,87,240,None,Latvia,2015,1,4,54,752,415,66,0.6,0.081,0.211,0.239,0.522,0.071
203937,Kyle Anderson,1610612759,SAS,22.,6-9,81,230,UCLA,USA,2014,1,30,49,187,110,65,14.8,0.025,0.166,0.153,0.53,0.141
2594,Kyle Korver,1610612737,ATL,34.,6-7,79,212,Creighton,USA,2003,2,51,53,495,184,117,4.,0.006,0.12,0.141,0.57,0.103
200768,Kyle Lowry,1610612761,TOR,29.,6-0,72,205,Villanova,USA,2006,1,24,52,1090,255,325,5.9,0.023,0.131,0.258,0.579,0.29
203124,Kyle O'Quinn,1610612752,NYK,25.,6-10,82,250,Norfolk State,USA,2012,2,49,43,193,157,48,-4.1,0.118,0.238,0.215,0.516,0.171
202713,Kyle Singler,1610612760,OKC,27.,6-8,80,228,Duke,USA,2011,2,33,43,136,79,10,-1.9,0.046,0.108,0.119,0.489,0.026
202681,Kyrie Irving,1610612739,CLE,23.,6-3,75,193,Duke,Australia,2011,1,1,26,493,80,116,9.5,0.035,0.084,0.293,0.544,0.248
200746,LaMarcus Aldridge,1610612759,SAS,30.,6-11,83,240,Texas,USA,2006,1,2,49,834,410,70,12.1,0.098,0.217,0.256,0.554,0.079
203934,Lamar Patterson,1610612737,ATL,24.,6-5,77,225,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,35,84,50,39,3.1,0.012,0.141,0.126,0.468,0.134
202362,Lance Stephenson,1610612746,LAC,25.,6-5,77,230,Cincinnati,USA,2010,2,40,43,204,108,60,-0.9,0.032,0.14,0.15,0.569,0.13
202498,Lance Thomas,1610612752,NYK,27.,6-8,80,235,Duke,USA,Undrafted,Undrafted,Undrafted,50,425,103,42,-1.9,0.031,0.075,0.175,0.581,0.065
204038,Langston Galloway,1610612752,NYK,24.,6-2,74,200,Saint Joseph's,USA,Undrafted,Undrafted,Undrafted,55,442,202,128,-2.4,0.025,0.137,0.149,0.526,0.15
1626204,Larry Nance Jr.,1610612747,LAL,23.,6-9,81,230,Wyoming,USA,2015,1,27,40,232,198,26,-11.5,0.078,0.183,0.128,0.56,0.053
202730,Lavoy Allen,1610612754,IND,27.,6-9,81,255,Temple,USA,2011,2,50,52,295,297,50,8.5,0.11,0.177,0.133,0.509,0.066
2544,LeBron James,1610612739,CLE,31.,6-8,80,250,None,USA,2003,1,1,51,1275,364,333,10.6,0.037,0.186,0.314,0.571,0.33
2571,Leandro Barbosa,1610612744,GSW,33.,6-3,75,194,None,Brazil,2003,1,28,39,257,61,55,4.9,0.027,0.085,0.202,0.534,0.146
203485,Lorenzo Brown,1610612756,PHX,25.,6-5,77,189,North Carolina State,USA,2013,2,52,8,20,7,11,-29.1,0.,0.149,0.261,0.374,0.306
200811,Lou Amundson,1610612752,NYK,33.,6-9,81,220,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,22,48,41,9,-8.9,0.106,0.159,0.171,0.452,0.105
101150,Lou Williams,1610612747,LAL,29.,6-1,73,175,None,USA,2005,2,45,52,803,141,136,-14.2,0.016,0.084,0.223,0.572,0.153
201601,Luc Mbah a Moute,1610612746,LAC,29.,6-8,80,230,UCLA,Cameroon,2008,2,37,51,148,124,19,10.1,0.061,0.099,0.099,0.482,0.031
203512,Lucas Nogueira,1610612761,TOR,23.,7-0,84,220,None,Brazil,2013,1,16,18,47,25,3,-7.3,0.07,0.129,0.129,0.713,0.034
1626242,Luis Montero,1610612757,POR,22.,6-7,79,185,Westchester CC NY,Dominican Republic,Undrafted,Undrafted,Undrafted,7,13,2,1,-27.7,0.,0.118,0.286,0.468,0.125
2449,Luis Scola,1610612761,TOR,35.,6-9,81,240,None,Argentina,2002,2,55,52,490,273,45,-0.9,0.069,0.203,0.196,0.521,0.062
202337,Luke Babbitt,1610612740,NOP,26.,6-9,81,225,Nevada,USA,2010,1,16,24,89,55,10,-5.6,0.023,0.171,0.125,0.502,0.041
2736,Luol Deng,1610612748,MIA,30.,6-9,81,220,Duke,Great Britain,2004,1,7,46,486,215,69,-2.8,0.037,0.133,0.158,0.539,0.075
1938,Manu Ginobili,1610612759,SAS,38.,6-6,78,205,None,Argentina,1999,2,57,43,430,127,142,17.,0.032,0.134,0.237,0.567,0.243
201188,Marc Gasol,1610612763,MEM,31.,7-1,85,255,None,Spain,2007,2,48,52,861,362,196,-0.1,0.036,0.202,0.239,0.528,0.195
1626273,Marcelo Huertas,1610612747,LAL,32.,6-3,75,200,None,Brazil,Undrafted,Undrafted,Undrafted,29,78,37,71,0.9,0.033,0.093,0.159,0.461,0.326
101162,Marcin Gortat,1610612764,WAS,31.,6-11,83,240,None,Poland,2005,2,57,45,607,447,69,-1.6,0.097,0.259,0.193,0.572,0.077
201158,Marco Belinelli,1610612758,SAC,29.,6-5,77,210,None,Italy,2007,1,18,52,569,97,103,-7.7,0.006,0.073,0.198,0.509,0.118
202694,Marcus Morris,1610612765,DET,26.,6-9,81,235,Kansas,USA,2011,1,14,53,732,269,128,2.4,0.037,0.122,0.181,0.514,0.1
203935,Marcus Smart,1610612738,BOS,21.,6-4,76,220,Oklahoma State,USA,2014,1,6,34,336,140,102,4.3,0.044,0.119,0.178,0.482,0.163
201977,Marcus Thornton,1610612745,HOU,28.,6-4,76,205,Louisiana State,USA,2009,2,43,47,472,115,66,-1.2,0.038,0.108,0.241,0.512,0.127
201596,Mario Chalmers,1610612763,MEM,29.,6-2,74,190,Kansas,USA,2008,2,34,50,495,128,189,2.1,0.018,0.116,0.216,0.567,0.278
1626209,Mario Hezonja,1610612753,ORL,20.,6-8,80,218,None,Croatia,2015,1,5,49,263,90,54,-2.8,0.028,0.111,0.178,0.551,0.113
203900,Markel Brown,1610612751,BKN,24.,6-3,75,190,Oklahoma State,USA,2014,2,44,35,125,42,35,-10.2,0.017,0.115,0.165,0.49,0.131
202693,Markieff Morris,1610612756,PHX,26.,6-10,82,245,Kansas,USA,2011,1,13,37,430,194,87,-9.3,0.051,0.192,0.264,0.456,0.164
201578,Marreese Speights,1610612744,GSW,28.,6-10,82,255,Florida,USA,2008,1,16,43,271,146,32,-3.9,0.104,0.215,0.304,0.458,0.116
101107,Marvin Williams,1610612766,CHA,29.,6-9,81,237,North Carolina,USA,2005,1,2,53,559,348,72,2.4,0.057,0.193,0.153,0.574,0.073
203486,Mason Plumlee,1610612757,POR,25.,6-11,83,235,Duke,USA,2013,1,22,54,489,412,140,-0.1,0.113,0.213,0.176,0.55,0.154
2440,Matt Barnes,1610612763,MEM,35.,6-7,79,226,UCLA,USA,2002,2,45,49,431,248,86,-2.2,0.042,0.175,0.165,0.529,0.109
2588,Matt Bonner,1610612759,SAS,35.,6-10,82,235,Florida,USA,2003,2,45,20,46,18,6,20.9,0.037,0.142,0.154,0.702,0.08
203521,Matthew Dellavedova,1610612739,CLE,25.,6-4,76,198,Saint Mary's (CA),Australia,Undrafted,Undrafted,Undrafted,46,377,114,223,11.5,0.026,0.079,0.156,0.548,0.273
203090,Maurice Harkless,1610612757,POR,22.,6-9,81,215,St. John's (NY),USA,2012,1,15,52,278,164,44,-2.5,0.067,0.135,0.148,0.535,0.075
1897,Metta World Peace,1610612747,LAL,36.,6-7,79,260,St. John's (NY),USA,1999,1,16,20,95,51,17,-2.4,0.032,0.118,0.158,0.413,0.081
203086,Meyers Leonard,1610612757,POR,23.,7-1,85,245,Illinois,USA,2012,1,11,47,415,238,75,-0.2,0.044,0.199,0.178,0.551,0.103
203487,Michael Carter-Williams,1610612749,MIL,24.,6-6,78,190,Syracuse,USA,2013,1,11,49,562,249,268,-2.8,0.036,0.152,0.211,0.499,0.278
203077,Michael Kidd-Gilchrist,1610612766,CHA,22.,6-7,79,232,Kentucky,USA,2012,1,2,7,89,45,9,15.2,0.065,0.16,0.179,0.603,0.069
201144,Mike Conley,1610612763,MEM,28.,6-1,73,175,Ohio State,USA,2007,1,4,47,699,141,286,1.2,0.016,0.097,0.228,0.529,0.322
2399,Mike Dunleavy,1610612741,CHI,35.,6-9,81,230,Duke,USA,2002,1,3,3,15,2,3,-0.6,0.,0.056,0.187,0.504,0.094
2034,Mike Miller,1610612743,DEN,35.,6-8,80,218,Florida,USA,2000,1,5,38,46,45,34,-11.1,0.019,0.139,0.087,0.489,0.162
203488,Mike Muscala,1610612737,ATL,24.,6-11,83,240,Bucknell,USA,2013,2,44,40,149,87,25,-4.5,0.063,0.16,0.153,0.583,0.092
203118,Mike Scott,1610612737,ATL,27.,6-8,80,237,Virginia,USA,2012,2,43,49,321,121,48,7.8,0.053,0.136,0.187,0.594,0.105
203101,Miles Plumlee,1610612749,MIL,27.,6-11,83,249,Duke,USA,2012,1,26,33,99,84,6,-13.3,0.115,0.182,0.142,0.607,0.033
203141,Mirza Teletovic,1610612756,PHX,30.,6-9,81,242,None,Boznia & Herzegovina,Undrafted,Undrafted,Undrafted,52,522,154,51,-4.7,0.032,0.151,0.224,0.573,0.087
203956,Mitch McGary,1610612760,OKC,23.,6-10,82,255,Michigan,USA,2014,1,21,15,20,15,2,-29.9,0.087,0.216,0.19,0.487,0.054
2590,Mo Williams,1610612739,CLE,33.,6-1,73,198,Alabama,USA,2003,2,47,34,311,65,93,-4.9,0.007,0.098,0.227,0.528,0.238
101145,Monta Ellis,1610612754,IND,30.,6-3,75,185,None,USA,2005,2,40,53,736,160,257,2.6,0.013,0.085,0.213,0.504,0.231
1626149,Montrezl Harrell,1610612745,HOU,22.,6-8,80,240,Louisville,USA,2015,2,32,28,94,48,10,0.3,0.073,0.112,0.135,0.638,0.057
1626167,Myles Turner,1610612754,IND,19.,6-11,83,243,Texas,USA,2015,1,11,31,308,154,15,-1.8,0.065,0.203,0.211,0.555,0.041
101126,Nate Robinson,1610612740,NOP,31.,5-9,69,180,Washington,USA,2005,1,21,2,0,0,4,-43.4,0.,0.,0.019,0.,0.286
202357,Nemanja Bjelica,1610612750,MIN,27.,6-10,82,240,None,Yugoslavia,Undrafted,Undrafted,Undrafted,46,205,149,62,-4.7,0.047,0.166,0.119,0.549,0.114
2403,Nene,1610612764,WAS,33.,6-11,83,250,None,Brazil,2002,1,7,28,245,122,40,0.9,0.053,0.224,0.218,0.559,0.129
203457,Nerlens Noel,1610612755,PHI,21.,6-11,83,228,Kentucky,USA,2013,1,6,46,495,375,73,-11.3,0.081,0.226,0.184,0.552,0.095
2555,Nick Collison,1610612760,OKC,35.,6-10,82,255,Kansas,USA,2003,1,12,44,97,127,33,3.,0.115,0.151,0.106,0.496,0.085
201156,Nick Young,1610612747,LAL,30.,6-7,79,210,Southern California,USA,2007,1,16,44,317,78,25,-13.,0.016,0.089,0.186,0.491,0.056
201587,Nicolas Batum,1610612766,CHA,27.,6-8,80,200,None,France,2008,1,25,44,656,287,245,2.7,0.027,0.175,0.216,0.542,0.255
203917,Nik Stauskas,1610612755,PHI,22.,6-6,78,205,Michigan,Canada,2014,1,8,47,354,108,84,-13.5,0.01,0.097,0.158,0.503,0.119
203999,Nikola Jokic,1610612743,DEN,20.,6-10,82,250,None,Serbia,Undrafted,Undrafted,Undrafted,52,493,308,97,3.7,0.122,0.216,0.205,0.591,0.155
202703,Nikola Mirotic,1610612741,CHI,25.,6-10,82,220,None,Montenegro,2011,1,23,44,466,258,61,1.3,0.044,0.21,0.208,0.528,0.088
201593,Nikola Pekovic,1610612750,MIN,30.,6-11,83,307,None,Montenegro,2008,2,31,12,54,21,11,-18.3,0.053,0.118,0.208,0.459,0.131
202696,Nikola Vucevic,1610612753,ORL,25.,7-0,84,260,Southern California,Montenegro,2011,1,16,49,835,438,146,-3.,0.099,0.216,0.256,0.516,0.163
203943,Noah Vonleh,1610612757,POR,20.,6-9,81,240,Indiana,USA,2014,1,9,50,180,207,25,-3.9,0.086,0.197,0.12,0.476,0.045
1626181,Norman Powell,1610612761,TOR,22.,6-4,76,215,UCLA,USA,2015,2,46,24,32,26,7,-2.1,0.043,0.134,0.175,0.301,0.074
202708,Norris Cole,1610612740,NOP,27.,6-2,74,175,Cleveland State,USA,2011,1,28,36,362,117,119,-7.4,0.008,0.136,0.218,0.452,0.203
201564,O.J. Mayo,1610612749,MIL,28.,6-5,77,210,Southern California,USA,2008,1,3,31,265,78,97,-2.3,0.013,0.092,0.184,0.461,0.173
201600,Omer Asik,1610612740,NOP,29.,7-0,84,255,None,Turkey,2008,2,36,46,167,282,16,-5.3,0.113,0.264,0.106,0.561,0.029
201956,Omri Casspi,1610612758,SAC,27.,6-9,81,225,None,Israel,2009,1,23,48,582,304,67,0.3,0.028,0.196,0.167,0.6,0.07
203111,Orlando Johnson,1610612756,PHX,26.,6-5,77,220,California-Santa Barbara,USA,2012,2,36,2,16,9,0,-1.7,0.057,0.146,0.191,0.388,0.
203490,Otto Porter,1610612764,WAS,22.,6-8,80,198,Georgetown,USA,2013,1,3,44,539,230,83,-2.7,0.046,0.15,0.171,0.551,0.093
203798,PJ Hairston,1610612766,CHA,23.,6-6,78,230,North Carolina,USA,2014,1,26,48,286,128,29,-5.,0.02,0.141,0.155,0.486,0.048
200782,PJ Tucker,1610612756,PHX,30.,6-6,78,245,Texas,USA,2006,2,35,54,378,306,102,-7.9,0.061,0.15,0.12,0.503,0.093
203143,Pablo Prigioni,1610612746,LAC,38.,6-3,75,185,None,Argentina,Undrafted,Undrafted,Undrafted,33,66,60,65,-2.8,0.053,0.099,0.096,0.486,0.206
1626192,Pat Connaughton,1610612757,POR,23.,6-5,77,206,Notre Dame,USA,2015,2,41,21,12,14,3,-16.2,0.088,0.184,0.203,0.274,0.088
201976,Patrick Beverley,1610612745,HOU,27.,6-1,73,185,Arkansas,USA,2009,2,42,44,393,130,121,-0.4,0.037,0.087,0.157,0.539,0.162
202335,Patrick Patterson,1610612761,TOR,26.,6-9,81,235,Kentucky,USA,2010,1,14,52,325,219,59,10.5,0.04,0.155,0.131,0.515,0.07
201988,Patty Mills,1610612759,SAS,27.,6-0,72,185,Saint Mary's (CA),Australia,2009,2,55,53,444,105,136,16.4,0.018,0.089,0.186,0.555,0.18
2200,Pau Gasol,1610612741,CHI,35.,7-0,84,250,None,Spain,2001,1,3,49,834,533,165,0.5,0.076,0.265,0.245,0.537,0.182
202331,Paul George,1610612754,IND,25.,6-9,81,220,Fresno State,USA,2010,1,10,53,1236,378,212,4.5,0.03,0.189,0.301,0.558,0.196
200794,Paul Millsap,1610612737,ATL,31.,6-8,80,246,Louisiana Tech,USA,2006,2,47,54,958,462,176,2.2,0.084,0.205,0.244,0.575,0.166
1718,Paul Pierce,1610612746,LAC,38.,6-7,79,235,Kansas,USA,1998,1,10,48,273,135,50,-0.5,0.011,0.163,0.175,0.472,0.092
203515,Phil Pressey,1610612755,PHI,24.,5-11,71,175,Missouri,USA,Undrafted,Undrafted,Undrafted,14,55,23,46,-0.4,0.,0.142,0.205,0.437,0.43
203112,Quincy Acy,1610612758,SAC,25.,6-7,79,240,Baylor,USA,2012,2,37,30,108,84,10,-5.5,0.121,0.153,0.12,0.621,0.043
1626154,RJ Hunter,1610612738,BOS,22.,6-5,77,185,Georgia State,USA,2015,1,28,24,67,31,9,-5.,0.008,0.134,0.147,0.437,0.059
200765,Rajon Rondo,1610612758,SAC,29.,6-1,73,186,Kentucky,USA,2006,1,21,51,608,319,608,-3.7,0.037,0.154,0.189,0.501,0.488
201196,Ramon Sessions,1610612764,WAS,29.,6-3,75,190,Nevada,USA,2007,2,56,51,505,129,141,-2.7,0.014,0.133,0.22,0.576,0.222
200751,Randy Foye,1610612743,DEN,32.,6-4,76,213,Villanova,USA,2006,1,7,54,323,105,112,-0.9,0.016,0.094,0.171,0.457,0.163
1626173,Rashad Vaughn,1610612749,MIL,19.,6-6,78,202,UNLV,USA,2015,1,17,46,123,55,16,-8.,0.016,0.094,0.13,0.442,0.044
2446,Rasual Butler,1610612759,SAS,36.,6-7,79,215,La Salle,USA,2002,2,52,36,92,44,21,15.6,0.,0.14,0.131,0.549,0.093
203526,Raul Neto,1610612762,UTA,23.,6-1,73,179,None,Brazil,2013,2,47,51,316,78,126,3.5,0.015,0.073,0.173,0.514,0.196
203492,Ray McCallum,1610612759,SAS,24.,6-3,75,190,Detroit Mercy,USA,2013,2,36,25,65,31,31,12.3,0.03,0.112,0.15,0.496,0.175
101109,Raymond Felton,1610612742,DAL,31.,6-1,73,205,North Carolina,USA,2005,1,5,54,521,176,184,0.9,0.016,0.117,0.183,0.517,0.204
203493,Reggie Bullock,1610612765,DET,24.,6-7,79,205,North Carolina,USA,2013,1,25,18,6,8,3,-40.1,0.031,0.071,0.111,0.148,0.067
202704,Reggie Jackson,1610612765,DET,25.,6-3,75,208,Boston College,USA,2011,1,24,53,1013,180,330,2.,0.025,0.099,0.284,0.535,0.34
2210,Richard Jefferson,1610612739,CLE,35.,6-7,79,233,Arizona,USA,2001,1,13,48,269,72,41,-3.6,0.013,0.078,0.134,0.574,0.073
